CA-2016-102848,7/11/2016,9/11/2016,Second Class,KB-16240,Corporate,United States,Los Angeles,California,West,FUR-CH-10000595,Furniture,Chairs,191
US-2018-129441,7/9/2018,11/9/2018,Standard Class,JC-15340,Consumer,United States,Los Angeles,California,West,FUR-FU-10000448,Furniture,Furnishings,48
US-2018-122637,3/9/2018,8/9/2018,Second Class,EP-13915,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002429,Office Supplies,Binders,43
CA-2016-147851,3/12/2016,8/12/2016,Standard Class,MP-17470,Home Office,United States,New York City,New York,East,OFF-BI-10004528,Office Supplies,Binders,11
CA-2016-134894,7/12/2016,11/12/2016,Standard Class,DK-12985,Consumer,United States,Henderson,Kentucky,South,OFF-AP-10001271,Office Supplies,Appliances,153
CA-2015-140795,1/2/2015,3/2/2015,First Class,BD-11500,Consumer,United States,Green Bay,Wisconsin,Central,TEC-AC-10001432,Technology,Accessories,469
CA-2018-112774,11/9/2018,12/9/2018,First Class,RC-19960,Consumer,United States,Jacksonville,Florida,South,FUR-FU-10003039,Furniture,Furnishings,35
CA-2015-155852,3/3/2015,7/3/2015,Second Class,AJ-10945,Consumer,United States,Wilmington,North Carolina,South,OFF-AR-10003560,Office Supplies,Art,19
CA-2016-130736,7/12/2016,9/12/2016,First Class,JF-15490,Consumer,United States,Seattle,Washington,West,OFF-FA-10003467,Office Supplies,Fasteners,4
CA-2018-137099,7/12/2018,10/12/2018,First Class,FP-14320,Consumer,United States,Los Angeles,California,West,TEC-PH-10002496,Technology,Phones,374
CA-2018-156951,1/10/2018,8/10/2018,Standard Class,EB-13840,Corporate,United States,Seattle,Washington,West,OFF-PA-10004530,Office Supplies,Paper,92
CA-2017-127250,3/11/2017,7/11/2017,Standard Class,SF-20200,Consumer,United States,Marysville,Washington,West,OFF-AR-10003394,Office Supplies,Art,9
CA-2018-145233,1/12/2018,5/12/2018,Standard Class,DV-13465,Consumer,United States,Denver,Colorado,West,TEC-PH-10004977,Technology,Phones,470
CA-2016-128139,3/7/2016,9/7/2016,Standard Class,BD-11725,Consumer,United States,Richmond,Kentucky,South,FUR-CH-10003956,Furniture,Chairs,71
CA-2016-168004,4/10/2016,9/10/2016,Second Class,DJ-13420,Corporate,United States,Warner Robins,Georgia,South,FUR-CH-10001482,Furniture,Chairs,393
CA-2017-103947,1/4/2017,8/4/2017,Standard Class,BB-10990,Corporate,United States,Sierra Vista,Arizona,West,OFF-FA-10003112,Office Supplies,Fasteners,32
CA-2017-143308,4/11/2017,4/11/2017,Same Day,RC-19825,Consumer,United States,Louisville,Kentucky,South,OFF-FA-10000621,Office Supplies,Fasteners,11
CA-2018-132682,8/6/2018,10/6/2018,Second Class,TH-21235,Corporate,United States,Dallas,Texas,Central,OFF-SU-10004231,Office Supplies,Supplies,24
CA-2018-130351,5/12/2018,8/12/2018,First Class,RB-19570,Consumer,United States,Columbus,Indiana,Central,OFF-AP-10004532,Office Supplies,Appliances,61
US-2018-168116,4/11/2018,4/11/2018,Same Day,GT-14635,Corporate,United States,Burlington,North Carolina,South,TEC-MA-10004125,Technology,Machines,8000
CA-2015-157784,5/7/2015,8/7/2015,First Class,MC-17845,Consumer,United States,Jackson,Mississippi,South,TEC-AC-10003911,Technology,Accessories,480
CA-2018-114552,2/9/2018,8/9/2018,Standard Class,Dl-13600,Corporate,United States,Cleveland,Ohio,East,FUR-FU-10002960,Furniture,Furnishings,15
CA-2017-163755,4/11/2017,8/11/2017,Second Class,AS-10285,Corporate,United States,Seattle,Washington,West,FUR-FU-10003394,Furniture,Furnishings,210
CA-2015-112158,2/12/2015,4/12/2015,First Class,DP-13165,Consumer,United States,New York City,New York,East,TEC-AC-10003628,Technology,Accessories,120
CA-2015-113887,5/4/2015,7/4/2015,First Class,TH-21550,Home Office,United States,New York City,New York,East,OFF-PA-10004071,Office Supplies,Paper,55
CA-2018-146136,3/9/2018,7/9/2018,Standard Class,AP-10915,Consumer,United States,Palm Coast,Florida,South,OFF-EN-10001219,Office Supplies,Envelopes,24
CA-2015-153150,1/7/2015,6/7/2015,Second Class,Dl-13600,Corporate,United States,Seattle,Washington,West,OFF-BI-10003355,Office Supplies,Binders,20
CA-2015-104472,2/6/2015,7/6/2015,Standard Class,CK-12325,Home Office,United States,Orem,Utah,West,OFF-BI-10001658,Office Supplies,Binders,60
CA-2017-114713,7/7/2017,12/7/2017,Standard Class,SC-20695,Corporate,United States,Hialeah,Florida,South,OFF-SU-10004664,Office Supplies,Supplies,46
US-2017-150861,3/12/2017,6/12/2017,First Class,EG-13900,Consumer,United States,Oceanside,New York,East,OFF-PA-10001954,Office Supplies,Paper,183
CA-2015-132500,8/9/2015,12/9/2015,Standard Class,GZ-14470,Consumer,United States,San Francisco,California,West,TEC-AC-10001383,Technology,Accessories,50
CA-2015-112326,4/1/2015,8/1/2015,Standard Class,PO-19195,Home Office,United States,Naperville,Illinois,Central,OFF-LA-10003223,Office Supplies,Labels,12
CA-2018-126074,2/10/2018,6/10/2018,Standard Class,RF-19735,Consumer,United States,Trenton,Michigan,Central,OFF-BI-10003638,Office Supplies,Binders,58
CA-2017-110499,7/4/2017,9/4/2017,First Class,YC-21895,Corporate,United States,San Francisco,California,West,TEC-CO-10002095,Technology,Copiers,1200
CA-2016-135272,7/12/2016,12/12/2016,Standard Class,MS-17830,Consumer,United States,Los Angeles,California,West,FUR-FU-10002759,Furniture,Furnishings,80
CA-2018-126046,3/11/2018,7/11/2018,Standard Class,JC-16105,Corporate,United States,Atlanta,Georgia,South,OFF-LA-10004484,Office Supplies,Labels,12
US-2016-157014,3/10/2016,6/10/2016,Second Class,BM-11785,Consumer,United States,Columbus,Ohio,East,OFF-BI-10001098,Office Supplies,Binders,32
CA-2015-134313,1/11/2015,7/11/2015,Standard Class,RA-19915,Consumer,United States,Denver,Colorado,West,OFF-AR-10001897,Office Supplies,Art,43
CA-2016-140921,3/2/2016,5/2/2016,First Class,AA-10375,Consumer,United States,Omaha,Nebraska,Central,FUR-FU-10003347,Furniture,Furnishings,28
US-2018-156083,4/11/2018,11/11/2018,Standard Class,JL-15175,Home Office,United States,Columbia,Tennessee,South,OFF-PA-10001560,Office Supplies,Paper,10
US-2017-137547,7/3/2017,12/3/2017,Standard Class,EB-13705,Corporate,United States,Fort Worth,Texas,Central,TEC-PH-10002365,Technology,Phones,21
CA-2017-161669,7/11/2017,9/11/2017,First Class,EM-14095,Corporate,United States,Los Angeles,California,West,OFF-BI-10001294,Office Supplies,Binders,37
CA-2018-107503,1/1/2018,6/1/2018,Standard Class,GA-14725,Consumer,United States,Lorain,Ohio,East,FUR-FU-10003878,Furniture,Furnishings,49
CA-2015-107755,7/2/2015,12/2/2015,Standard Class,CK-12760,Corporate,United States,Linden,New Jersey,East,TEC-AC-10000710,Technology,Accessories,115
CA-2015-125612,3/8/2015,8/8/2015,Standard Class,BK-11260,Consumer,United States,New York City,New York,East,OFF-PA-10001019,Office Supplies,Paper,40
CA-2017-134474,5/1/2017,7/1/2017,Second Class,AJ-10795,Corporate,United States,Jacksonville,Florida,South,TEC-AC-10001714,Technology,Accessories,191
CA-2015-136742,6/4/2015,10/4/2015,Standard Class,GP-14740,Corporate,United States,Lancaster,Pennsylvania,East,OFF-BI-10003719,Office Supplies,Binders,45
CA-2017-158099,3/9/2017,5/9/2017,First Class,PK-18910,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000545,Office Supplies,Binders,1141
CA-2017-105494,10/11/2017,12/11/2017,First Class,PC-18745,Corporate,United States,San Francisco,California,West,OFF-ST-10002205,Office Supplies,Storage,156
CA-2017-140634,3/10/2017,6/10/2017,Second Class,HL-15040,Consumer,United States,Houston,Texas,Central,OFF-EN-10001099,Office Supplies,Envelopes,16
US-2017-114622,10/4/2017,12/4/2017,First Class,JR-16210,Corporate,United States,Springfield,Ohio,East,OFF-BI-10004716,Office Supplies,Binders,9
CA-2017-130477,8/4/2017,12/4/2017,Standard Class,LC-17140,Consumer,United States,Los Angeles,California,West,OFF-PA-10002947,Office Supplies,Paper,20
CA-2018-137596,2/9/2018,7/9/2018,Standard Class,BE-11335,Home Office,United States,Jackson,Michigan,Central,TEC-PH-10001494,Technology,Phones,1200
CA-2017-165218,5/3/2017,11/3/2017,Standard Class,RW-19630,Corporate,United States,Dallas,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,149
CA-2015-138296,5/12/2015,12/12/2015,Standard Class,RC-19825,Consumer,United States,Alexandria,Virginia,South,OFF-ST-10002444,Office Supplies,Storage,25
CA-2016-115091,5/10/2016,9/10/2016,Standard Class,JJ-15760,Home Office,United States,Springfield,Virginia,South,OFF-AR-10000658,Office Supplies,Art,46
CA-2018-114216,2/9/2018,6/9/2018,Standard Class,RK-19300,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10002195,Office Supplies,Paper,12
US-2018-111745,5/11/2018,6/11/2018,First Class,RA-19885,Corporate,United States,Farmington,New Mexico,West,TEC-AC-10003911,Technology,Accessories,160
CA-2018-131156,3/4/2018,7/4/2018,Standard Class,KH-16360,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Furniture,Furnishings,25
CA-2017-120859,1/9/2017,4/9/2017,First Class,CV-12805,Corporate,United States,San Francisco,California,West,OFF-EN-10001335,Office Supplies,Envelopes,22
CA-2018-135279,9/4/2018,11/4/2018,First Class,BS-11800,Home Office,United States,New York City,New York,East,OFF-LA-10004055,Office Supplies,Labels,10
US-2018-103247,5/10/2018,8/10/2018,Second Class,PO-19195,Home Office,United States,New York City,New York,East,TEC-PH-10003555,Technology,Phones,161
CA-2018-159366,7/1/2018,10/1/2018,First Class,BW-11110,Corporate,United States,Detroit,Michigan,Central,TEC-MA-10000822,Technology,Machines,3060
CA-2016-157035,9/12/2016,12/12/2016,First Class,KB-16600,Corporate,United States,Columbus,Indiana,Central,OFF-PA-10004156,Office Supplies,Paper,34
CA-2017-144939,3/10/2017,8/10/2017,Standard Class,EB-13870,Consumer,United States,New York City,New York,East,FUR-CH-10003199,Furniture,Chairs,599
CA-2016-146829,10/3/2016,10/3/2016,Same Day,TS-21340,Consumer,United States,Houston,Texas,Central,OFF-BI-10004022,Office Supplies,Binders,1
CA-2017-110023,9/9/2017,11/9/2017,First Class,TS-21610,Consumer,United States,New York City,New York,East,OFF-BI-10001036,Office Supplies,Binders,15
CA-2016-105312,6/11/2016,9/11/2016,First Class,MT-17815,Consumer,United States,Scottsdale,Arizona,West,OFF-EN-10002600,Office Supplies,Envelopes,7
CA-2018-135034,1/8/2018,3/8/2018,First Class,AT-10735,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10003931,Technology,Phones,96
CA-2016-108665,6/7/2016,10/7/2016,Standard Class,KM-16225,Corporate,United States,New York City,New York,East,FUR-FU-10002191,Furniture,Furnishings,14
CA-2017-102981,6/9/2017,9/9/2017,Second Class,MO-17500,Consumer,United States,New York City,New York,East,TEC-AC-10004761,Technology,Accessories,32
CA-2018-115651,9/7/2018,12/7/2018,First Class,NS-18640,Corporate,United States,Chicago,Illinois,Central,OFF-AR-10001130,Office Supplies,Art,9
US-2016-153500,3/7/2016,5/7/2016,First Class,DG-13300,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10000293,Furniture,Furnishings,168
CA-2016-110667,4/4/2016,8/4/2016,Standard Class,NF-18595,Home Office,United States,New York City,New York,East,OFF-AR-10000716,Office Supplies,Art,11
CA-2017-157686,1/10/2017,2/10/2017,First Class,BD-11620,Consumer,United States,San Francisco,California,West,FUR-CH-10001146,Furniture,Chairs,195
US-2017-143819,1/3/2017,5/3/2017,Standard Class,KD-16270,Consumer,United States,Yonkers,New York,East,FUR-TA-10001095,Furniture,Tables,837
CA-2017-167584,12/8/2017,12/8/2017,Same Day,LC-16870,Consumer,United States,Des Moines,Iowa,Central,OFF-PA-10000029,Office Supplies,Paper,6
CA-2018-158407,4/6/2018,10/6/2018,Standard Class,LW-16990,Corporate,United States,Monroe,North Carolina,South,FUR-FU-10001967,Furniture,Furnishings,32
CA-2016-142755,4/9/2016,8/9/2016,Standard Class,CS-12355,Consumer,United States,Roswell,Georgia,South,OFF-PA-10001970,Office Supplies,Paper,280
CA-2016-105970,2/3/2016,7/3/2016,Standard Class,PA-19060,Home Office,United States,Richmond,Indiana,Central,OFF-AR-10003156,Office Supplies,Art,10
US-2017-114776,6/12/2017,7/12/2017,First Class,GG-14650,Corporate,United States,Antioch,California,West,OFF-PA-10004100,Office Supplies,Paper,19
US-2017-134908,5/6/2017,9/6/2017,Standard Class,JS-15940,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-ST-10003479,Office Supplies,Storage,125
US-2017-148803,11/12/2017,11/12/2017,Same Day,LR-16915,Consumer,United States,Homestead,Florida,South,OFF-ST-10001476,Office Supplies,Storage,85
CA-2016-112452,4/4/2016,4/4/2016,Same Day,NC-18340,Consumer,United States,Lansing,Michigan,Central,OFF-AP-10003849,Office Supplies,Appliances,644
CA-2017-149314,2/7/2017,7/7/2017,Second Class,GB-14530,Corporate,United States,Los Angeles,California,West,FUR-CH-10002126,Furniture,Chairs,195
CA-2015-126522,1/9/2015,5/9/2015,Second Class,LT-16765,Consumer,United States,Escondido,California,West,OFF-AR-10004042,Office Supplies,Art,54
CA-2015-127964,3/3/2015,8/3/2015,Standard Class,AP-10720,Home Office,United States,New York City,New York,East,TEC-PH-10004700,Technology,Phones,10
CA-2015-117709,4/5/2015,8/5/2015,Standard Class,PM-18940,Consumer,United States,Jackson,Michigan,Central,OFF-BI-10001294,Office Supplies,Binders,47
CA-2016-125416,2/11/2016,2/11/2016,Same Day,KC-16540,Consumer,United States,Seattle,Washington,West,TEC-AC-10001552,Technology,Accessories,448
CA-2018-145226,8/12/2018,10/12/2018,Second Class,DL-13315,Consumer,United States,New York City,New York,East,FUR-FU-10004952,Furniture,Furnishings,109
CA-2017-113621,1/12/2017,5/12/2017,Standard Class,JE-15745,Consumer,United States,Rockville,Maryland,East,FUR-CH-10001270,Furniture,Chairs,172
CA-2017-130946,8/4/2017,12/4/2017,Standard Class,ZC-21910,Consumer,United States,Houston,Texas,Central,TEC-AC-10001990,Technology,Accessories,432
CA-2018-133235,1/8/2018,4/8/2018,First Class,LH-16750,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10002660,Technology,Phones,272
CA-2017-126004,4/12/2017,5/12/2017,First Class,BM-11140,Consumer,United States,New York City,New York,East,FUR-FU-10001602,Furniture,Furnishings,114
CA-2018-100013,6/11/2018,11/11/2018,Standard Class,ZC-21910,Consumer,United States,Los Angeles,California,West,OFF-EN-10001219,Office Supplies,Envelopes,15
CA-2016-154956,4/7/2016,9/7/2016,Standard Class,IM-15070,Consumer,United States,Milwaukee,Wisconsin,Central,TEC-PH-10004165,Technology,Phones,1100
CA-2018-105053,7/7/2018,9/7/2018,Second Class,CS-12355,Consumer,United States,Long Beach,New York,East,OFF-BI-10001634,Office Supplies,Binders,17
CA-2017-155992,1/10/2017,2/10/2017,First Class,CC-12220,Consumer,United States,La Porte,Indiana,Central,TEC-PH-10000215,Technology,Phones,70
CA-2018-110380,2/9/2018,7/9/2018,Standard Class,PF-19225,Consumer,United States,San Francisco,California,West,OFF-AR-10000422,Office Supplies,Art,7
CA-2018-100426,4/6/2018,8/6/2018,Standard Class,DC-12850,Consumer,United States,Florence,Alabama,South,OFF-PA-10002870,Office Supplies,Paper,12
CA-2017-148698,2/5/2017,7/5/2017,Standard Class,BD-11770,Consumer,United States,Houston,Texas,Central,OFF-AR-10004022,Office Supplies,Art,86
CA-2015-163293,8/9/2015,11/9/2015,First Class,KC-16255,Corporate,United States,Macon,Georgia,South,TEC-AC-10004209,Technology,Accessories,33
CA-2017-160815,5/9/2017,6/9/2017,First Class,TR-21325,Consumer,United States,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,Phones,278
CA-2018-122154,9/4/2018,11/4/2018,First Class,SA-20830,Consumer,United States,Jacksonville,Florida,South,OFF-LA-10000121,Office Supplies,Labels,15
US-2016-149692,6/12/2016,12/12/2016,Standard Class,KW-16435,Consumer,United States,Austin,Texas,Central,OFF-BI-10002813,Office Supplies,Binders,3
CA-2016-124268,4/7/2016,8/7/2016,Standard Class,AD-10180,Home Office,United States,New York City,New York,East,OFF-AR-10004817,Office Supplies,Art,15
CA-2017-163384,10/11/2017,12/11/2017,First Class,CC-12430,Home Office,United States,San Francisco,California,West,OFF-BI-10004970,Office Supplies,Binders,13
CA-2017-134425,8/12/2017,12/12/2017,Second Class,QJ-19255,Corporate,United States,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,115
CA-2016-121391,4/10/2016,7/10/2016,First Class,AA-10315,Consumer,United States,San Francisco,California,West,OFF-ST-10001590,Office Supplies,Storage,27
US-2018-126179,3/7/2018,7/7/2018,Standard Class,CS-12460,Consumer,United States,Columbus,Georgia,South,FUR-FU-10002554,Furniture,Furnishings,24
CA-2015-160773,1/7/2015,5/7/2015,Standard Class,LW-16825,Corporate,United States,Deltona,Florida,South,TEC-PH-10004586,Technology,Phones,576
CA-2018-167703,3/2/2018,8/2/2018,Standard Class,MC-17575,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,5
CA-2018-121804,3/3/2018,8/3/2018,Standard Class,LP-17095,Consumer,United States,Murray,Kentucky,South,OFF-AP-10004859,Office Supplies,Appliances,73
CA-2018-162635,9/10/2018,10/10/2018,First Class,EB-14170,Consumer,United States,Wilmington,North Carolina,South,OFF-PA-10002659,Office Supplies,Paper,11
CA-2018-127705,2/6/2018,6/6/2018,Standard Class,AB-10255,Home Office,United States,Lorain,Ohio,East,TEC-PH-10000347,Technology,Phones,3
CA-2015-121664,6/5/2015,10/5/2015,Standard Class,HP-14815,Home Office,United States,Los Angeles,California,West,OFF-BI-10003684,Office Supplies,Binders,141
US-2018-123281,2/4/2018,7/4/2018,Standard Class,JF-15190,Consumer,United States,Los Angeles,California,West,FUR-FU-10003724,Furniture,Furnishings,25
CA-2018-113481,2/1/2018,4/1/2018,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,South,TEC-MA-10002178,Technology,Machines,696
CA-2015-153976,3/10/2015,8/10/2015,Second Class,BP-11290,Consumer,United States,Evanston,Illinois,Central,FUR-CH-10002880,Furniture,Chairs,258
CA-2018-162978,4/5/2018,9/5/2018,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,TEC-PH-10003092,Technology,Phones,184
US-2015-160444,5/7/2015,5/7/2015,Same Day,DC-12850,Consumer,United States,Houston,Texas,Central,OFF-ST-10001522,Office Supplies,Storage,221
